Unnamed: 0,Comment
13165,just crazy!!! and weve not even started
13166,deja vrai patron dirigent aucun respect ouvriers allors robot laisse tomber vrai malade vrai danger tout ca cars pouras controler a
13167,corde plus tres loin
13169,croyez robot decide luimeme ?
13170,monde vrille allah vienne aide contre cest gens veulent changer monde
13171,regarder bien debut fin tous rendre esclave cest grave cest fin monde
13172,robot pdg nimporte quoi ! a force provoquer plus plus chomage maisons a moment donne envahies affames chomage voila desordre
13173,ptdr
13174,chine remplacer tous patrons robots etonnant
13175,horrifiant
13176,ben bravo et servent a quoi humains aujourdhui ? a creer robots ah oui cest vrai nimporte quoi !!!!!!
13177,juste horrible
13178,chinois ca soumet a tout
13180,rien egal a bon dieu createur
13181,chine talonne etat unis depasse
13182,facile detre pdg ! mettez a faire reparations travaux maconnerie robot beaucoup plus mal ?! alors doit inverser grilles salaires non!?
13183,si cest effrayant detre dirige robot faut poser question mentalite ceux programme
13184,intelligence artificielle chinoise technologie americaine osent utiliser lapi openai entreprise americaine leader marcher lia super robot pdg a croire chine nest pays super inventeur
13185,robot dirige des humains deshumanises realisant ensemble taches protocolisees enleve humanite cote habiller boite autre a quoi cela rime ? si jouissance pouvoir toute puissance
13186,va finir comme ds terminator cote a john connor sans deconner
13187,suffit debranche batterie fini madame patronne
13188,pdg cest grand mot disant peutetre directrice generale
13189,terminator netais quun documentaire
13190,obeissent pdg quils memes cree lhumanite nestelle train deshumaniser voir donner dieux sans vie comme ecrit livre lapocalypse ste bible ? reflechissez chers humains !
13191,ceux possedent robots leurs ferons dirent quils veulent ferons porter responsabilite a lia arguant decisions difficiles fruit dun calcul neutre sans parti prix meilleur resultat possible
13192,oui bon ca changera dhabitude quoi
13193,encore pire leurs ferons faire
13194,feront faire feront dire sans parti pris
13195,oui jour accident grave directeur naura jamai loccasion passer case prison en
13196,si lacces donnees code public non fait ca marche comme ca lia hein
13197,absolument rien nest open source
13198,est vrai lorthographe etait dune importance capitale comprendre fond phrase
13199,?
13200,cest zero tout ca la millions chinois dire milliards chinois naissent sans declaration naissance a trop dhumains a mettre travail objets inutiles
13201,vous mentez monsieur
13202,tf info cest pipo
13203,black mirror depuis longtemps devenu realite encore plus facile manipuler pantin desormais nickel !
13205,cela reste chine veut
13206,cette musique ridicule tres pejorative voir raciste
13207,bien
13208,i robot realite
13209,cest conneries humaines
13210,jaimerais bien avoir patron robot
13211,super vais epouser lovedolls
13212,trouve ca dommage
13213,cest folie a applaudit genre folie chinois premiers a faire tomber monde remplacer lhomme robot comme sest deja cas agenda vue nauriez rien heureux disait lautre lage sombre deja a portes
13214,china
13215,net dragon ia devient ere pdg monde
13216,cest completement dingue
13217,cest debut lhomme va degringoler
13218,cest debut
13219,foutu car va vers informatisation robotisation humanoide comme films aucune emotions vont prendre decisions pragmatique qio a tue millions gens dead
13220,allonsy a leglise mosquee car paradis trouve ciel ! pauvre afrique ! tandis chinois avance technologie science negres faisons lafrique industrie deglises mosquee ! ca fait pitie
13221,monde va vrille meme creent escadron mort
13222,quand lhomme utilise tous neurones sautodetruire
13223,oui a croire quil a detestation viscerale luimeme
13224,meme depasse ca rappelle berthelot disait quesciences sans conscience nest ruine lame
13225,faut arreter robot cest juste llm synthetiseur voix gros peut parler cest tout
13227,titre video veut dire debut fin jimagine ans apres banalisation regularisations ia memes droits lhomme dexercer metiers complexes jaimerai vivre monde
13228,fait adameve
13229,debranchez la! ca fera vacances
13230,normalement cree robots justement alleger travail a detre sous ordres cest monde a lenvers sachez truc simple cest peu importe qi creature depassera jamais createur !!
13231,bienvenue chomage
13232,mdr
13233,fait travaille a titre gracieux !elle a ete concue etre autonome alors adieu pots vins vois quelle pourrait faire argent ?
13234,bande barjo !!
13235,cest ridicule !
13236,va chercher pierre taille faconne decore puis prosterne devant ladorer
13237,nest la solution nombreux detournements fonds etats entreprises ? pourraient gerer tout releve finances parcequils incorruptibles surtout quils nont famille donc heritages a leguer
13238,quel abomination technologie finira jour tuer ecrit lhomme travaillera a sueur front afin nourrir appeles a travailler veulent rendrent lhumanite dependant machines meme reflechir devient impossible a cause toute cette facilite
13240,chine talonne depasse usa
13241,bien mouise
13242,lintelligence artificielle grace a connerie bien reelle !
13243,si lhomme finissait devenir esclave creation
13244,detestez robot besoin esclave africain travailler lol
13245,combien estil paye robot mois ?
13246,voila pourquoi faudra faire guerre a chine avancee technologique routes soie voila quil propose reste jungle non guerre envoie darmes nom democratie voila rend chinois plus plus credibles
13247,robots cachent beaucoup choses humains pourrons controler plutard chomage va encore double effet objectif cest debarrasser personnes peuvent controler a distance
13248,monde coulle
13249,nimporte quoi ya greves a travers monde chinois font leloge lintelligence artificielle cest normal plus dun milliard attention
13250,va vraiment falloir monde brule reparte bonnes bases !!!!!!!!!!!!
13251,gens semerveillent devant prouesses technologiques sans reflechir plus loin science sans conscience nest ruine lame
13252,jaurais aime voir interview gens licencie robot
13253,grave
13256,ca existe ca chine fait detre licencie ? sais meme si signent contrats
13257,nes quune facade faire buzz aucun robot prend decisions societe sert dinterface
13259,rien nouveau sous soleil les tracteurs bien mis agriculteurs chomage robots usines voitures exemples bien remplace ouvriers non?
13260,a humble avis cest fin dune nouvelle ere ca depasse largement lepoque lindustrialisation mondialisation ere algorithmes tout a ete vendu nom nous simplifier vie
13261,attend laugmentation salaire sans demander
13264,moment pense a lavenir reste bloque temps present
13265,tes cest raison performance moins
13266,veux voir a part paoier sort dit you are fired etes viree prendrais pire dun robot cer a mensonges chiffres
13267,hello everyone
13268,voila ou va betise humaine cree robot chef cest quelle betise ca
13269,conscience autonome bien premiers victimes
13270,trad fait voix google traduction
13271,quest quils cons ca va retourner contre a moment donne ils cree propre bourreau !!! si faut etre cons arriver la !!! tous siege ejectable maintenant
13272,debut fin nest plus tres loin apres positif cest patron pourras faire sale decouper facon puzzle grenade bouche enfin tout tas choses sympathique peux faire a boss comme film comment tuer boss?
13273,tellement debile cest chinois ca metonne guere
13275,machine silicium finiront remplaces travailleurs carbone travailleront service detenteurs pouvoir politique jusqua quils assez developpes prendre pouvoir politique remplacer gens carbone devenus obsoletes gens silicium
13276,pays asiatiques vivent eme siecles lol metonnes loncle sam lache moyen orient concentre pleinement lasiepacifique
13277,grand remplacement mdr
13278,punaise trooooop cool jaimerai bien chine fasse homme robot marier ! marre deceptions amoureuses
13279,ca fait froid dos !
13280,nimporte quoi demain venez plaindre manque dhumanisme societes bonjour suicides
13281,cest ca economisons salaires pdgeneraux
13282,ou va donc monde ???!
13283,a peine creer robot voila quon soumet a dernier monde demain fait vraiment peur car lhumanite na besoin ca
13284,soutiens hommes non plus peur dieu cest bas robot maintenant prosterner
13285,religion fait craindre dieu dictature
13286,cette meme intelligence dominera monde chretiens fortement persecutes voir meme tues lemprise diable jesus revient bientot ! juger monde enlever eglise tous ceux nont rejetes fois christ jesus
13287,evenements metonne guere derniers temps fin monde vu tout passe jattends retour seigneur jesuschrist vie eternelle
13288,est puisque jamais vu dieu normal na peur lui
13289,trop triste
13290,techno ouf now hein
13291,cest du grand nimporte quoi
13292,chine laboratoire modele dictature demain
13293,chine talonne etatsunis ia? tres drole!!
13294,ya toujours gens chair os derriere diriger bouffer largent
13295,tout vu monde
13296,non justement
13297,i robot cest bientot ca personne mesure stopper pret cest dit
13298,dirait secte deshumanisation societe
13299,itech china first
13300,lance appel a detruire tts robots commercialise ds futur
13302,personne peut changer letre humain creature plus complexe monde faite allah
13303,ca ma convaincu tout s dzn robots reels jeux enfants sfouent geules quoi
13304,respect
13305,quand folie humaine frole paroxysme
13307,turfu lol
13308,apres creera quoi employes robot alors
13309,nimporte quoi !!!!!!
13310,cest deja la ba
13311,balancer sceau deau
13312,monde part vraiment couille
13313,intelligence artificielle
13314,pdg nest robot celui controle !
13315,vrai
13317,robots ia deja commence a desobeir humains
13318,ah ok comme films quoi ?
13319,chatgpt refuse repondre a toutes questions?
13320,jcfx oui moi programmes refusent souvent faire veux disent quils contents plein rouge messages p
13321,programmes standards font veux plutot code dit faire bien sur sil a erreurs code bonjour messages alertes tout genre
13322,jcfx hello cetait ironique ct dire souvent bouffe plein messages dalertes
13323,si robot controle finalement pdg ?
13324,si robot controle pdg ? question reste meme controle robot ?
13325,cest ia autogeree elles gere toute seule
13326,feront humains plus humaines quand robots demanderont si peuvent avoir droit voter elire maire ville ou maire ville ?
13327,comment ca voter? plus maire
13328,a possibilite quil maires fecondation in vitro existe si trouve moyen pouvoir prolonger plus longtemps leurs vies si robots trouve comment pouvoir etre enceinte dhumain cest possible humains font deja du cuire poudre cactus alor merci bien vouloir respecter croyance
13329,a possibilite quil maires fecondation in vitro existe si trouve moyen pouvoir prolonger plus longtemps leurs vies si robots trouve comment pouvoir etre enceinte dhumain cest possible humains font deja du cuire poudre cactus alor merci bien vouloir respecter croyance
13330,phrase revision france daujourdhui egalite nouvelles meilleures prudences plus gardances nouvelles meilleures prudences plus donations nouvelles meilleures prudences
13333,cest loin terminator quand vont prendre dessus ca va faire bizarre
13334,nan car terminator cest fiction dotes dune conscience programme produira jamais conscience
13335,terminator schwarzenegger disait decision humain elimine lautre film personnage kyle a expliquer lintelligence artificielle a considere lhumanite comme menace nexistence a envoyer missile tout detruire
13337,sens bien apres avoir vu ca
13338,demande a quand remonte debut fin
13339,horreur terrifiant
13340,morts!
13341,secours robots vont enterrer ahoudouh bilah
13342,chine a deja gagne concours felicitations!
13343,bientot va etre comme film robot will smith
13344,putain a atteint somum connerie
13345,chinois leurs merveilleuses idees bienveillantes
13346,bande didiots
13347,si chine pouvait avancer linterdiction prelevements dorganes force genocide si pouvait arreter faire repression culte pacifique ca maurai scoope
13348,mdr degueulasse concerne fabrication robot chinois concerne culture
13349,ia p
13350,j espere ils prendront control tout terminator a hauteur
13351,ia vont detruire faire travail x mieux nombres chomeurs vas explose monde entier
13352,nimporte quoi
13354,tout monde rue casse brul tous detruit tout robots
13355,cest effrayant!
13356,faut arreter cela
13357,betises
13358,ca fait bon moment deja bien avant buzz chatgpt franchement jaurais peu honte tant journaliste nen parler maintenant
13359,veux quitter cette planete
13360,dieu lhumain va trop loin dieu seul a dernier mot mefiez toutes cette technologie
13361,monde courte a porte
13362,francais monde court a perte
13363,
13364,non portes perte plus besoin courir
13365,sais quoi penser
13366,leconomie planifiee prendra place mondialisation imposee basee speculation hasard cest fini poker sam
13367,robot dirige lhomme na assez dictateur ? lhomme deviendra debile ca insuffisant a meme
13368,rien tetonnant dictature veut gouverner monde bientot humains nauront plus leurs place cette planete sans lintervention divine monde va etre ingerable invivable bon careme
13369,cest l alexandre doit jubiler vive lia transhumanite
13370,ni monsieur ni madame
13371,content connerie ?! vue terminator !! bien abrutis cest asiatique !! oh oh oh !!
13372,quelle horreur ! !!!deja gens parlent plus ca mer humain peut etre con quand met ! !!
13373,extremement interessant dun dirigeant dentreprise a dirigeant politique ny a quun pas donnerait dirigeant politique ia plus intelligent nimporte quel dirigeant politique lhistoire ? controlerait? cest autant fascinant vertigineux
13374,asiatique reputer avoir meilleur cerveau la a remplacer humains cerveau fera tomber croissance connaissance chine
13375,spoil quand vont creer robots ia eliminer arreter criminels memes robots apres analyse vont tuer emprisonner leurs createurs politiciens ca drole
13376,lhumanite lourdement malade!
13377,comme autres revolutions eco omiques cela va entrainer conccurences guerres jose imaginer futures generations evec soldats ciborg robots tueurs
13378,monde debiles ca fait rever !
13379,bien cest desastre lhomme
13380,monde devient flippant
13381,ca fait froid dos
13382,fait chaud jours
13383,folie
13384,wtf cqfd perlimpinpin turlututuchapopointu gneugnrugneu xd xd xd banzai chinchangchong wtf pave dsl sais trop tard dire cest possible faire
13385,western ukraine people who disagree with the policy of nationalism are being persecuted by radioelectronic means of remote influence!
13386,nimporte quoi
13387,quelle horreur ! ia grand danger letre humain
13388,voyezvous venir danger cest ia programmees enrichir davantage actionnaires patrons dire quil a croient cest avancee liberte cest lesclavage!!! pauvre monde sans reflexion denue dintelligence
13389,si cest moyen palier a chute demographique leurs bebes vont couter peau c l mdr
13390,pprrostate
13391,ia ceux contre lutilisation ia vires
13392,devrait remplacer ancienne directrice medecine travail dit quelle etait inhumaine donc cela ferait beaucoup difference
13393,tres fort chinois
13394,aaaa ci ca etats unis veut guerre taiwan europeens aveugles stupides comme dhabitude !!
13395,voila encore pourquoi jai choisi voix developpement personnel
13396,aussi
13398,effrayant!!!! comment provoquer propre perte!
13399,quand lhomme loup lhomme
13400,esclaves moderne crees propre maitre vraiment apocalyptique cette epoque
13401,robots font favoritisme bien !
13402,super bientot terminator toute rue
13403,quelle tristesse pauvre humanite
13404,robots a macro
13405,cest trop triste monde jai envie dun monde comme ca
13406,vraiment
13407,sans christ lamour monde peut venir apres christ sinon lantichrist? cest islam communisme lera grand esclavage devant nous
13408,allons droit mur
13409,bah cest ca lavenir tres proche plus
13410,prepare esprits monde inhumain demain
13411,nimporte monde fini
13412,bonjour employe matricule c vire car soutiens pcc tu dois obeir a patron
13413,si cest made in china cest quil logiciel espion integre
13414,vois navez manuel petit mao citoyen cest points a griffon dor
13415,ah nan
13416,desole cest quasi pareil ici si nadheres a doxa cote occidentale tes complotiste minimum perte boulot impossibilite den retrouver jai envie dire lherbe nest non plus moins verte ailleurs
13417,ceux travaillent callcenter savent quoi genre dia capable fliquage a outrance journee travail
13418,pcc cest lennemie letre vivant naturel covid vient chez wohan ville plus connecte monde a lintelligence artificielle ondes cette derniere a cree parasite issu cette intelligence artificielle
13420,travaille comprendras
13421,deja cette chaine
13422,com martin
13423,robot finira remplacer lhumain cest deja cas beaucoup choses
13424,plus surveillance masse de cybernetique
13425,ca fait peur a certaines personnes a rien plus plus si travaille bien genre patron va augmenter contrairement a humains eux diront quil a dautres personnes derriere !
13426,alors quils passent temps callof tikok twitter
13427,robot a beau etre pdg suffit mettre programme refus laugmentation sauf sous certaines conditions eventuellement donc ca risque forcement detre cas
13429,lamentalite malsaine dirigeants eueopeensdevra moraliser
13430,wokisme decredibiliseation commentaire
13431,dommage detre aussi lobotomise quun seul mot empeche danalyser sens global propos
13432,csdl oui cest lobotomise inversion accusatoire bravo!
13433,sortons cette gueguerre personnel sterile elevons debat voulezvous ? quel argument pourriezvous apporter refuter commentaire initial hormis lutilisation mot wokisme ? je certain etes suffisamment intelligent e construire argument intelligent interessant
13437,narvalo celui ki a espoir lhumanite ici present xd xd xd
13438,osef ca fait delirez
13441,but etant tomber travers aborder cette nouvelle technologie maniere a quelle servent equitablement interets nations malgre velleites dhegemonie globalisee certains toutes eventualites font table dirons nous
13442,monde deshumanise
13443,si parle conflits quotidiens des pression individuels passes droits desole aucun regret
13444,jaime tout cest gens mefie genre technologie smartphone
13445,a fonds ds dissonance cognitive
13446,nouveau monde la
13447,route vers terminator
13448,panne delectricite finis super patron
13449,balle finis super patron
13450,hahahahaha bien repondu!!
13451,ahahahah
13452,comme personne peut egalement mourir jour lendemain personne na controle destin
13453,tbeu mourir durant panne ressusciter retour lelectricite
13454,lol
13455,courtcircuit si vite arrive oups jai renverse cafe chemise patron !
13456,hi hi bien joue !
13457,merci ! ca mange pain enfin robots ca mange pain ca boit non plus cafe chemise cest dit quils portent jour meme ressemblent comme deux gouttes deau a etres humains
13458,attendant france
13459,cest bien comme ca aucune discrimination veron competence
13460,sans emotion donnee gouvernements vont faire terminator disant sauver humanite oblige a implanter puce electronique cerveau
13461,entre sleepy joe ia intelligence dela imagination choix vite fait
13462,garde intelligence artificielle
13463,gardent non vu chinois vois besoin ia
13464,oblige lancer course a lia
13465,quel monde fascinant jai tellement envi passer mm voir reaction
13466,tf mierda excellence
13467,skynet tient couilles
13468,nimporte quoi vraiment tares
13469,jespere chomeurs bien paye chine bonne chance!
13470,mouais bof
13471,flippant attention ca finisse mode terminator
13472,lavenir entre nos mains bip errer bip errer plus deux tentatives avant recalcul credit social
13473,toujours gens regretter bureaux faut sortir doigts q
13474,dieu veut parler a chucky version mannequin ?
13475,blessures psychiques
13476,conscience autonome pour une machine ??? cest infranchissable linstant !
13477,linstant
13478,abruti jamais machine naura ni conscience ni ame donc robot regnera jamais lhumain jamais
13479,cest vraiment abrutis peuple veritable soucis lhumanite rendent meme compte quil vont envoyer mure coneries
13480,irobots jespere will smith sauvera si ca tourne vinaigre
13481,non sauvera seul
13482,robots dotes lintelligence artificielle ete developpe methodes manageriales methode lean exemple visent a augmenter prod depit travailleurs tout fait mepris peuple
13483,cest troll
13484,robot devenu pdg humains vive smic franchement
13485,moins salaire pdg nest plus probleme
13486,communiste ! fiche gagne pdg nest patron probleme gens vont tous retrouver chomage pense cest tertiaire va plus morfler
13487,sodom gomor
13488,debile debile debile
13489,apres robots partout plus boulot etres humains sdf plus plus
13490,mais hrureux comme dit shouabeul
13491,plutot klaus schwab alle rien possede etre heureux
13492,cest beaucoup plus facile a mettre hors detat nuire cas ou ca part vrille
13494,nous cest robot dirige france depuis cest encore plus fortiche !
13495,largent quelle gagne coup va
13496,super coup compte aussi hologramme wahouuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuu
13497,nimporte quoi
13498,woooh turfu
13499,chinois tres fort premier domaine annees a venir !!!
13500,exploitent bcp nont copier venait japon us auparavant maintenant chinois plus agiles a maitriser monde place num
13501,logique comme autres pays developpement chine pouvait innover puisquelle dautres preoccupations plus importantes a moment la
13502,premier pays domine robots ca cest sur !
13503,pays fou!! veux cette vie la previens !!
13504,affirmztion irrecevable veuillez recommencer plus deux tentatives
13505,gog magog vont detruire humanite
13506,terminator
13507,veux aussi robot diriger france fera economies parlements lelysee !
13508,construit implemente robots meme meme incorruptibles
13509,bien c progres tres grand progres
13510,plus passe droit ni favoritisme ca dressera sous developpes crapules tout genre lavenir
13511,pdg cree paf salaries meme
13512,terminator aussi progres
13513,non hollywood verite plus reel reve oligarques generation generation jour monde a eu appelle cela progres sens oui parle je repond sens terminal
13514,car a tj ceux pensent mal
13515,cest blague cauchemar ?
13516,essayez donc dissocier recit donne journalistes essayez donc rechercher vousmeme quil comment ca marche exemple chine decrite comme pays totalement sous controle pcc alors comment titre peut etre veridique ?
13517,verite toujours ailleurs
13518,pov terminator
13519,a dautre ref terminator gars
13520,parles matrix? a aucun perso charismatique comme arnold schwarzenegger
13521,si a startreck etres trangenetiques modifies deracines presque asexues neprouvzng peu dempathie rn generale recherchznt lhumanite perdu comme atlantide engloutie
13522,starwars
13523,jai entendu parler ca a entre mois an etes retard
13524,aucun commentaire amusezvous bien !
13525,skynet t route !!!
13526,dabord t oui arrivent
13528,non merci bonne chance a ceux esclaves serviteurs cette ai
13529,flippant !
13530,bon va elire ia a place macron
13531,cest ou tout monde commentaires approuvent ? ado jimagine meme jour robot patron ! ca plait adultes ?
13532,ferme tg
13533,beh alors sais argumenter ?
13534,cest cata tant adulte retournons meme cetait bon temps
13535,non rassuretoi gens encore lintelligence lhumanite napprouvent pas
13536,ferme tg
13537,vraiment rien a faire delire
13538,affirmation irrecevable votre compte credit social a etait debite point
13539,tas certainement passe classe eme !
13540,jour ou entrera vie active verra a quel point peux faire exploiter patron bien promotion soudoiement tu diras finalement robot nest plus mal peutetre meme moins humain quun patron
13541,csdl sauf derriere robot ya directives dictees humains
13543,nikmok
13544,loccurrence lia programme salaries meme cest dit video suffit faire semblant dz sinteresser
13545,tinquiete jai regarde video sauf video aussi dit quelle a developpe conscience autonome !
13548,laisse cest ia prend humain
13549,taime
13550,ferme tg
13551,robot nest pdg officiellement pdg tournant na aucune valeur
13552,fait meme remarque tres surpris acceptation general bon ca reste public tf
13553,franchement non ca plait cest tres dangereux plus ca ia chinoise beaucoup moins dethique quen occident usa servent ia surveiller population notamment
13554,vu commentaires vois niveau intellectuel malheureusement va vers chemin
13555,sommes
13556,nouvelle revolution
13557,trop bien
13558,sarah oconnor pan pan pan pan pan pan !!!
13559,milliards deuros largent largent largent humains venez pleurer apres
13560,intelligence artificielle bete levenement auquel fait reference bible
13561,cest glados tous fichus
13562,nickel besoin faire etudes alors
13563,plus besoin seulement lenvie
13564,nouveau paradigme
13565,meme patrons vont etre remplace machines cheh
13566,patrons cac ex toutes chaines dd production but etant robotiser tout secteur primaire
13567,tertiaire secondaire reste a creer activites annexes
13568,robot dirige zombies belle vie ?
13569,plus zombie quaujourdhui
13570,personne voit terminator venir quoi ?
13571,voit rien venir si la chiasse
13572,pute futur manipulation humaine comme dhab cela obsolete
13573,france a fait mieux a mis robot sans intelligence meme artificielle pouvoir minables chinois
13575,heureusement quon produit bon pinard camembert !
13576,oui cest vrai champion camembert pu pied !
13577,ouais nature ca fait bien ca ressources comme chine
13578,coupe lelectricite
13579,veulent rattraper usa mdr cree propre chatgpt ct tellement pourri lentreprise lavait concu a perdu ca valeur malgre linterdiction chatgpt chine cartonne labas grace vpn chinois preferent ia americains chinois donc bande chance chine course ia
13580,lol encore employes humains quels ringards xd
13581,employes toujours humain parcontre reste skynet prend relais artistes politiques ingenieurs dirigeants patrons
13582,si robots pouvaient bosser a place
13583,mediocre
13584,ben cest cas va plus a lecole
13585,cest deja cas
13586,ouai argent finira sdf sait avenir
13587,redif
13588,https m youtube com watch?vlebjbpvfey
13589,https m youtube com watch?vyehlqyli
13590,mefiez derriere robot directives plus dures integrees des banalisation faite quotidien
13591,politique ca peut etre unectred bonne solution a condition tout monde loge a meme enseigne pas dirigeant hors lois detranger naturalises a petit bonheur furfavorises passedroits amelioration cas
13592,mdr plus danger cest super
13593,chepa
13594,bientot soulevement machines comme terminator
13595,ferai plaisir lenvoyer a casse !!
13596,quand gouvernement va simmiscer lecriture code allez moins rigoler
13597,irobot etait visionnaire film
13598,crois aussi
13599,mince pensais tout contraire capitalisme deviendrait plus doux quon finirait tous a termes monde bisounours
13600,lhumain a toujours hu peur nouvelle technologie alors vrais probleme a toujours etait lhumain
13601,retourne a letat single monde completement fous
13602,nas encore rien vu ! chine manque tellement femmes hommes celibataires decident depouser femmes robots
13603,si nentends quon dit comprend quon veut faire comprendre alors napprendras jamais rien aucune information concernant chine nest honnete rendu volonte den faire actualite neutre positive titre mensonge realite terrain bien loin journalistes disent
13604,wiiisttul sais a parles ? parce perso connais bien chine sais quoi parle
13607,lafrique toujours lavenir lhumanite dieux merci
13608,oui cette connerie davoir tue plein bebe femme fait bcp dhomme nont femme ! cest vrai aussi coree dautres pays !! triste monde
13609,a robot dirige france programmation a ete faite debile mental
13610,doit bien avoir defaut quelque part
13611,emotions voila default peut etre arme fatale contre
13612,quil reussiront a programmer emotions chez ia futur pdg
13613,emotions cest comme lame cest presque impossible a programmer dis presque parcequon sait jamais jour quune ia arrivera a simuler sourire hypocrite dis cest fin monde
13614,pdg cest rien faire mort pourrait postuler a cette fonction inutile
13615,robot reste machine nest absolument vivant
13616,tres bonne idee cette pdg ca evite deja conflits dinteret coute moins cher cest plus fiable employes
13617,cest ignorer fait cest juste interface vrais decisionnaires sentendront ensemble partager gateau a profit evitant legislation conflit dinteret mediatisation fait bonne publicite aupres travailleurs
13619,fini corruption enfin crois
13620,toublie creation danger nai aussi passif squon panse sur tout technologie
13621,abruti va completement lobotomise
13622,cest interessant derriere cest gouvernement
13623,parachute doree juste reprogrammation
13624,chine a ramasse technologique
13625,continuez prendre ignorance sagesse lieu dattraper wagon route deposer a gare dantiquite chine a deja bien plus technologie ameliore vie chinois quen france encore tellement chemin a faire complaisent mediocrite
13626,
13627,france a ramasse tout court retourne rue faire greve paysan
13628,jpp autant laisser prendre controle monde
13629,ca va venir tkt liberes!! delivreees voyoux vera plus jammmaaaaiiiiis!!!!
13630,cest quoi rapport voyoux ?
13631,faut suivre
13632,ca est soumission homme a machine debut ere terminator
13633,tf prenez vraiment abrutis disant cest vraiment robot dirige lentreprise
13634,dit cest faux arguments dit ?
13635,reflechi peu sil reste encore minimum raison saine bon sens quelquun sense sais construit comment construit adapte programme robot consequent comment fonctionne sais facto cela impossible
13636,oui dit plutot na aucune preuve
13637,merci debilite pareil cest
13638,parle correctement francais car la commentaire incomprehensible
13639,deja cest ecrit correctement oui parfaitement daccord quand dit quil prenne abrutis
13640,non nest ecris correctement car dire merci debilite pareil cest ny a ni ponctuation ni precision ainsi commentaire apparence fait croire cest accuse dire debilites pareils
13641,non le merci ! cetait dire tout dit commentaire parfaitement daccord
13643,etait juste h mat jai mal ecrit cest tout breff loin pre nai daccord bonne continuation
13644,daccord merci bonne continuation a aussi quallah facilite
13645,amine merci a aussi
13646,amine
13647,not ready
13648,error
13649,a robot lue a tete france
13650,si seulement
13651,heu va peu trop loin ?!?!???
13653,nest debut
13654,franchement trouve ca beaucoup mieux quun humain pense qua bien etre bien etre lentreprise employes beaucoup pdg font nimporte quoi ca creera leurs pertes robot na besoin dune ferrari dune seconde residence femme samuse amant
13655,celui gagne largent juste derriere robot boooffon
13656,bah forcement generalisant processus peut clairement imaginer entreprises gerer ia conseil dadministration compris actionnaires peuvent etre nimporte via bourse seuls a faire benef salaries bien sur
13657,retourne a niche cretin lapin
13658,tas rien compris retourne vivre foret petite puterelle
13659,sinon a bas hierarchie ? vive lintelligence collective !
13660,bien daccord somme capable vivre uns autres ?
13661,fake
13662,bientot faudra appeler john connor sauver
13663,quoi na aucun sentiments humain ? cest mere macron soeur ?
13664,flippant
13665,tarretes tout suite avoir sentiments ca veut aussi dire contexte pragmatique cest clairement mauvaise chose apres sentiments sils malfaisant sadisme cruaute etc cest bien pire
13666,bonne chance vie monde gere sans aucun sentiment
13667,jean michel trogneux plutot !!!! schcro gneu gneu
13668,navez donc regarde i robot will smith
13669,merci will va remplacer maintenant x
13670,logique indiscutable ! soumet licencie !
13671,bon maintenant sera est legitime sortir fameuse phrase volent metier
13673,bgyw ecrit code conduite lia? dit code deviendra nefaste?
13674,salaries meme cest dit ds kz video
13675,quel cauchemar
13676,parce penses pdg plus humain cette machine?
13677,rblh pdg plus robot nest jolie a voir
13678,monde foutu comme
13679,sachant ca a ete prouve etudes pdg aussi utiles quun lance piece decisions complexe dune entreprise moins ia pourra avoir reel impact basant vrais chiffres
13681,cest futur lhumanite saffranchir travail leguer a machine seul vrai question pourquoi a encore tant pauvre pays chaque francais a machines a service h
13683,bien dit ! travail plaie vouee a disparaitre !
13684,jeter a porte ? veux dire reconvertir domaine peux rester expert travailler paire ia tant quoutil ? plaisir si societe sen porte mieux autant reconvertir reeduquer gens
13685,encore fois viens parler strategies decisions longterme licenciement va arguments fallacieux
13686,parce dirigeants perfides bouffies cupidite cest precisement dirigeants dont question saffranchir fais soucis si machine a milliards fois qi dun humain alors personne naura legitimite diriger
13687,interessant
13688,ca parle licenciement
13689,solution a probleme monde sans argent
13690,etudes question hahaha
13691,aurora cas revenu universel cash genere lhumain davantage genere lia question comment cela mis place
13692,lenfer pave bonnes intentions
13694,accessoirement na rien a faire ici cette citation x
13695,citation bonne dis juste comprends taistoi
13696,quelle tristesse viens repondre a commentaire conclure taistoi cest incroyablement stupide
13700,ia peut remplacer nimporte quel metier consiste a tirer conclusions large ensemble criteres complexes nondeterministes elles font deja mieux nous certains metiers encore mieux fait humains possiblement assistes dia tant quoutils
13701,machine tire conclusions ? exemple concret stp !
13702,banque demande credit cest ia dit oui non conseille entre toutes infos demandees cest lia fois quelle a fait moulinette decidera si oui non peut taccorder credit
13705,jai vu tas detudes faite gens connaissent theorie rien a pratique si fous pdg dun petit resto feraient faillite lendemain si penses ca jespere tes ni pdg ni bosses boite a
13706,viens clamer que facon certaine si gens dont decris toimeme profile etait a tete dun petit resto celuici ferait faillite viens litteralement demontrer propos sans ten rendre compte cest majestueux
13708,cest interessant quand jexplique exemple lie a pdg societes multimilliardaires impliques decisions extremement complexes nombre immense facteurs externes incontrolable quantite daleatoire non negligeable toi comprends un patron dun petit resto
13709,espece dignorants
13710,tom etude stp ? ca minteresse
