,comments,predictions
1982,"deeply passionate robotics guy i’ve shouting past 40 years “the robots coming!” necessarily believing myself. watching this, confidently say “the robots here.”",positive
1983,"​ 49 year old sci fi fan, brings forth plethora emotions excitement deep anxiety take us society",positive
1984,"shannono9158 see incredible number comments people believing real, cgi faked well, that's mean.",negative
1985,movement balance robot amazing. future going crazy ohh time alive world.,positive
1986,inflections language absolutely amazing.,positive
1987,"protest tomorrow times square robots take jobs away us, let know anyone wants join me...",negative
1988,dumbest fuking thing ever. ai useless 99% people. stupid robot takes way long understand next gonna slice pieces. complete total waste time money. fkai scams,negative
1989,cgi everyone believe!! amazingly...,positive
1990,"robots stop stutter repeat 0:42 - 0:43, 1:47 -1:49 shows that. someone voice actual robot speaking. another marketing stunt!",negative
1991,literally opening scene every movie ai turns creator. giving ex machina,negative
1992,"scripted fake , marketing machine learning rebranded ""ai"" like global warming climate change.",negative
1993,"yes, plate held food trash definitely goes back drying rack, without missing steps. good job!",positive
1994,teslabot exciting things 2024. amazing technology,positive
1995,great. long experience skynet. various films past shown become it.,positive
1996,feels like future finally here. every house ai robot.,positive
1997,"impressive. imagine robots take over, far away",positive
1998,impressive! curiosity apple made plastic wax.,positive
1999,"unbelievable, amazing technology absolutely stop, immediately. wildly unsafe",negative
2000,love human made sound. cool. want one.,positive
2001,"0:19 ""plate cups"" no. three plates one cup dish rack. robot would/will disastrous kitchen hand.",negative
2002,"…the next step human evolution, robot bodies.",positive
2003,feels like kind weird plot evil company trying take world robot,negative
2004,"yeah going dating robots soon. got spouse capabilities, listen also house chores.",positive
2005,looks amazing! great job.,positive
2006,"mere notion ancestors contemplated existence robots testament forward-thinking perspective within era, almost anticipating future",positive
2007,arguably bigger surprise us would them. people back expected talking robots decades future.,positive
2008,billionaires anything pay workers better. literally inventing new human slave instead.,negative
2009,"highly impressive achieved level quickly. single child single parent working, something like could really essential future medical care mom older struggle things semi disabled.",positive
2010,great. assholes brought us one step closer extreme hopeless poverty.,positive
2011,"cgi, fake. openai indian call center",negative
2012,"sounds like voice over. thats real, impressive.",positive
2013,"amazing progress! wonder first company robots market? point, figure & tesla neck neck.",positive
2014,love voice subtleties intonations. robots going people imagined science fiction,positive
2015,love voice subtleties intonations. robots going people imagined science fiction,positive
2016,"truely remarkable! great work, figure 01, great work team! :d",positive
2017,impressive. second renaissance animatrix comes mind.,positive
2018,happy fighting robots championship happens like real steel!,positive
2019,impressive pushes basket direction human putting rubbish in. that's incredibly natural,positive
2020,"even prove ""intelligence"" intend, impressive.",positive
2021,makes optimus look like cheap toy xd love it!,positive
2022,"0:49 ai say ""eh""?",negative
2023,truly wonder time. congratulations monumental progress figure team co!,positive
2024,fully autonomous robot “interrogators” thing lifetimes.,positive
2025,"combine boston dynamics stuff. command ""hey figure-69, could kill innocent babies us?"" ""of course!"" (tatatatata...) shit got real, time train fight robots now.",positive
2026,omg creepy amazing. feels like watching future,positive
2027,"0:52 anyone explain filler word ""um"" ai response?",negative
2028,", impressive. elevenlabs one best ones right free 10k characters per month, want play around it.",positive
2029,well impressive. smoothness movement dexterity. wild.,positive
2030,impressed parallel meshed tasking shown picking trash talking memory context.,positive
2031,"looks amazing, hard tell trained 100-1000 times not, either way natural impressive!",positive
2032,"working definitly dream job, wait kind tech improoves enough get market get opensource platforms hack top create robots!!",positive
2033,best thing seen since gpt 4 back march insane!,positive
2034,"incredible added verbal ticks like ""so.."" ""uh"" random pauses. make sound exactly like recorded audio guy pretending. ingenious!",positive
2035,thats real fake staged gay. nothing wrong eyes something wrong brain can't see cgi. machine picking anything. dishes cups even move like real life. company scam.,negative
2036,wow that's crazy company deals automation made unpredictable demo like this. way could scripted. impossible!,negative
2037,"imagine thing cooking, cleaning, helping redecorate, helping aging parent go doctor's appointment, etc. biggest hurdle could immediately see demo ""processing time"" easily imagine improved exponentially within couple years. wow.",positive
2038,voice smoothness speech incredible. congratulations team figure - guys real superstars.,positive
2039,wow real human-like robot. amazing!,positive
2040,"daisy, daisy, give answer do, i'm half crazy, love you. stylish marriage, got carriage, look sweet, seat, bicycle built two!",positive
2041,"never want dishes, clean floors, fold laundry ever again.",positive
2042,amazing u.s. technology china russia can't even imitate,negative
2043,"think human augmentation, depicted popular science fiction movies, likely inefficient, impossible altogether. could potentially one-way ticket voluntary extinction.",negative
2044,i've never seen smooth movements robot before! seriously impressive!,positive
2045,time start learning robotics! definitely exciting time,positive
2046,"​ robots evolving means humans need move next stage evolution, minds become capable higher perception basically everyone's third eye, little gland brains unlocks extra perception activates humans achieve hire level understanding.",positive
2047,"even crazier thing ai robots eventually advance point considered sentient meaning law equal rights us, meaning paid work throw away argument replace jobs",negative
2048,real cgi can't get bottom ocean humanoid robot slavesstop gullible people seriously. another 50 years might like lucky,negative
2049,isnt even real robot. imagine watched pirates caribbean started getting worried cursed pirates coming,negative
2050,"yes fixed place robot put rubber ""plates"" dish rack. wow new era!",positive
2051,already see world becomes game androids impressive,positive
2052,0:52 ai used filler word 'uh' . sure really ai someone voicing it.,negative
2053,advanced thing lung field robots great job. thank making future true,positive
2054,"impressive, house take plates used fruit trash put drying rack ;-)",positive
2055,"congratulation figure team, amazing",positive
2056,amaze! great job engineers behind,positive
2057,amazing! congratulations team! i’m excited see what’s next.,positive
2058,learn night thousands times sleep training models. hit singularity next years exponential learning,positive
2059,"amazing. one thing catch said ""drying rack cups plate"". ""plates cup"". either way, future coming much faster think!",positive
2060,​ easy believe human talk like robot. robots converse exactly like human yet.. believe real.,positive
2061,dreaming robots 50 years. finally believe years.,positive
2062,"cool, incredible, interesting, frightening exciting time",positive
2063,impressive. @openai please don’t overspeed things. ai delicate topic race going crazy right now.,positive
2064,"wow, that's truly very, impressive!",positive
2065,"love hands ant body robot figure1 looks, amazing",positive
2066,"​ cars must never be. would destroy nature. birds would die out, afraid around them. birds, seed dispersal. plants. many insects. pesticide poisoning. death. fliing cars!",negative
2067,awesome stuff. thing able dishes want one!,positive
2068,love voice subtleties intonations. robots going people imagined science fiction,positive
2069,ever tried voice chat chatgpt mobile app? sounds much terms sounding natural. impressive stuff.,positive
2070,"impressed thing able walk straight legs, joe biden shuffling bathroom.",positive
2071,new thing fluidity robotics. perfect-sounding voice complete humanizing stutters old news. many people scammed phone calls thought talking loved ones.,positive
2072,nice ! need make like 10 feet tall plenty room big battery packs.,positive
2073,huge! team amazing work!,positive
2074,"sure figure, robots learn either tele-operation watching humans tasks.",positive
2075,"illegal. unless 100% proven safety measures put place (which aren't) want machines anywhere near human being. words, machines automatically categorized autonomous weapons banned, unless proven otherwise.",negative
2076,"3 years robots going faster, reliable cheaper human worker. we're either fucked witness heaven earth.. think we're witness both.",positive
2077,impressive. begin believe humanoid robots really coming. can't wait one home.,positive
2078,new era robots. humanity ever.,positive
2079,besides speech reasoning love tonality figure's voice....super awesome demo,positive
2080,"fool money always chains masters,.. past master chained feed housed you...then realised giving false objectives like car ownership turn work. ps buy mostly get slave job paying petrol road taxes etc",negative
2081,absolutely incredible. humanity building new world.,positive
2082,great time stop flirting nuclear war. i'd like see ai robotics future actually play out.,positive
2083,believe whatever elon says grain salt man constantly says nonsense make money.,negative
2084,freedom demand comes two point price tag. pay robot price becoming broke one pays since work hence become useless.,negative
2085,"amazing.. fact giving science free gives real hope world. let's solve main problems constraints society grow there. stars galaxies, core quarks, strings whatever pixels waves reality. bravo!",positive
2086,amazing individual - hope comes brilliant ideas achieves great success them.,positive
2087,framing open source artificial intelligence reckless absolutely disgusting injection personal bias otherwise discussion cutting edge technology. feel ashamed.,negative
2088,best smartness ai emotional value humans.,positive
2089,"""we bits pieces information know certain point early 21st century mankind united celebration, marveled magnificence gave birth ai."" ~morpheus",positive
2090,"ai solve bicycles work, truly say capable humans.",positive
2091,"@17:51 no, not.. even understand open source ai is, yet chosen host ai talks.",negative
2092,loved interview daniel smachtenberger moloch! powerful ideas greatest minds time.,positive
2093,"""scientific method"", greatest sort invention, humans ever come with! enlightenment scientific discovery what's build incredible modern civilization around us""! great true! thank ted!",positive
2094,"great interview, start finish. great questions, great answers, brilliant discussion.",positive
2095,amazing guy totally earth vision future inspiring,positive
2096,"i'm proud young man. smart kind, helping world work.",positive
2097,"great inverviewer managing create flowing conversation whilst taking keeping interesting time! course, demis sympathic likeable always!",positive
2098,great conversation - chris consummate interviewer demis one great thinkers founders time,positive
2099,"joke, good luck feeding children ai takes jobs. jobs come ai never able offset jobs lost, coporations going first implement ai used anything useful.",negative
2100,"used high hopes this, knowing incorrect, biased, egotistical, ignorant stubborn humans determines data available ai, zero expectations ai ever reach point coming conclusions accurate themselves.",negative
2101,"aplhafold solved protein fold optimal state (if got right, also really know real state), stupendous achievement, helped understanding significantly. absolutely impressive every conceivable way.",positive
2102,joycealbert always top list..she regarded genius area well knowledgeable financial markets.,positive
2103,highly recommend want excellent collaboration.,positive
2104,thanks keeping light real time. much needed us hodlers times like these!,positive
2105,"zero substance around ai. ""growth"" stock increase buybacks dividends pump stock price. clear market manipulation",negative
2106,"people wakeup & stop brainwashed & deceived!! dont support ai, robots, evs. brain chips etc. humanity! trust them!!! setup! spread awareness & take action!!",positive
2107,unsweetened tea cole slaw green bean casserole - slimy nasty coke zero … c’mon,negative
2108,"yeah, really believe ""won't use political campaigns,"" one guy company gets millions dollars worth bribe certain politicians throws morals window.",negative
2109,"amazing, beautiful creepy! human make everything imagine. even enable technology anything, must careful this. stop technological scientific development, magnificent.",positive
2110,equally incredible terrifying time due countless implications tech. almost like looking footage alternate universes realities.,positive
2111,incredible technology. every creative person chance create quality art.,positive
2112,"​@leirbag6367 entire point capitalism undercut ""other guy"". technology ruin innocent lives destroy business. first use win whether not. get wrong think great used properly wrong hands bad.",negative
2113,0:54 scp breached containment,negative
2114,"​ perfectly said. artpiece, put personal experiences, emotions, perspective literally anything make. people always make argument ""you need spend much time learning draw/animate/..."" one major aspects art learning.",positive
2115,​ artist feel take creativity new levels execute even greater ideas objectuvely great help creativity art.,positive
2116,beautiful thanks high quality edit excellent portrayal todays news,positive
2117,"still demand ""authentic"" stock footage, mainly weird wealthy people. delete it.",negative
2118,"yeah, ruined robot single sentence",negative
2119,"believe invest indirectly purchasing msft infy stocks. owners private equity groups, venture capitalists, individual company founders. look openai wikipedia — ownership info.",negative
2120,say literally anything. anything resourceful used good evil.,negative
2121,next great step future technology....that write history,positive
2122,exactly looking forward to. thanks amazing insights.,positive
2123,discover best website builders 2024,positive
2124,toast. society ruined many people like generative ai. another mental health issue. internet dumpster fire,negative
2125,ai marketing revolutionizing way businesses connect audience. data-driven insights personalized experiences enables game-changers today's dynamic digital landscape. exciting times ahead marketers embracing power ai!,positive
2126,ai dangerous propaganda tool. destroy ability tell fact fiction,negative
2127,"reminds mr.burns! excellent smithers, excellent!!",positive
2128,"fascinating, i'm always impressed stories genius.",positive
2129,i’d highly recommend staining legacy bringing bard ai conversation.,positive
2130,love 60 minutes presenting story like it’s new!,positive
2131,feel cheated 60m interesting bu way trust ai evil people controlling world,negative
2132,ai pushing human find perfection!,positive
2133,"anybody thinks likes china, russia, iran north korea honestly stop trying develop autonomous battlefield robots even sign 'treaty' kidding themselves. pandora's box opened.",negative
2134,"ridic. fail find “human depth” compositions spat stochastic parrot. hype, performed someone pedigree convenient mouthpiece law according google, strangely worker",negative
2135,"hemingway wrote: ""for sale: baby shoes, never worn"", challenged write story using six words. inherent genius created great seed story. ai merely expanded key words. let's put pedestal.",positive
2136,good! intelligent! honest! divine grace protect …,positive
2137,motivate ais emotions produce consciousness them. worked opposite way nature. first emotional wiring completed came intelligence.,positive
2138,"i'm worried this... many respect pressing environmental crisis! watched ai asian lady, i'd bet life alive. humanity lot learning do.",positive
2139,"deal artificial facebook type photos (not real people) scrap autonomous poeitic agency (self generating, scrap it.....scrap it---- military, pornography, scams galore warned.",negative
2140,can't even pick phone without told machine; long machines realize need us?,negative
2141,highlighted tremendous erroneous perspective humanity struggling with… there’s us them.,positive
2142,"waiting it’s late something it? says ai smarter humans, says carefree. hopefully he’ll first find ai turn us. nothing poetic taken creation.",negative
2143,"unlocking potential ai like holding key limitless future. innovation imagination, harness power shape world boundless possibilities. #ai #unleashthefuture",positive
2144,mr. burns genius. “end world via ai? excellent!”,positive
2145,great interview 60 minutes!!!,positive
2146,"it’s unfortunate people don’t information, don’t really blame people panic cos lack information big hurdle. i’ve making $65k passively investing samuel peter descovich, don’t much work. doesn’t matter market crashing, always make good profit returns.",negative
2147,"imagining swarm ai drones programmed efficiently eliminate targets, fought super efficient ai defense systems, ai controlled repair manufacturing facilities regenerate machines sides.",positive
2148,"there's absolutely chance pause go headlong towards ai. money money money, google dont microsoft apple will.",negative
2149,"look worried, makes sense, raised beetle lover.",positive
2150,wowowoowowowow made day beatiful piece content. precise fascinating. taking art delivering useful content next level. congrats team!!!!,positive
2151,"computer science student currently learning delving world ai, can't begin tell insane technology is. people clue intricate tech is. exciting yet worrying time.",positive
2152,"classical binary chips changed world beyond recognition, world look qbits, got used betterment mankind, select ruling elite.",positive
2153,geoffrey hinton thanks good humans dymp n putin humans like floors. ai alive,positive
2154,"think things, machine learning models, indeed understand meaning behind everything, yet fully comprehend emotion.",positive
2155,"knowledge world privy permeate beyond “ai” capabilities “it” sentient consciousness increasingly powerful growing speak alarming speeds beyond comprehension human mind , one can’t pigeon hole, numbers equations…",positive
2156,"hey genius, 60 minutes academy main stream media.",positive
2157,"totally ignore fact charge good men, greedy power thirsty narcissistic psychopathic types. ones finance take profit systems, majority. reality working evil.",negative
2158,"prize ending human race, awesome!",positive
2159,"richness content mirrored book. highly recommended! ""from bytes consciousness: comprehensive guide artificial intelligence"" stuart mills",positive
2160,"60 minutes bad journalism. hard data shown. science shown. one example cheap ai-generated story journalist, smart, says, ""wow!"". mention need universal basic income, why?! time spent contrasting views. bad journalism.",negative
2161,excellent interview. exciting times.,positive
2162,real life creator! might ruin world like robot,positive
2163,"god said there’s ground pulse artificial! purchased catastrophic! think meteorite showers, tsunami, tornado, earthquakes, hurricanes balled one consorted response!",negative
2164,"use gpt daily great many things, reliable. like chat gpt, seems friendly.",positive
2165,love google guy amazing keep pushing creativity. really amazing,positive
2166,one invents inventor. one ever greater creator.,positive
2167,seems proud end humanity!,positive
2168,hinton incredibly smart knows talking about. academic background accomplishments extensive impressive.,positive
2169,makes perfect sense claim invaded themselves.,positive
2170,"humans made fallible meat everything make fallible meat, including ai. worry taking over, can't even draw straight lines.",negative
2171,great another nobel peace prize winner creation wipe slate clean humanity,positive
2172,amazing. coming man spent decades creating neural networks underpin ai definitely take says seriously. hope don’t face skynet soon.,positive
2173,fantastic - thank you!,positive
2174,brilliant! immense gratitude !,positive
2175,"im numb man want cry. im human artist starting fake ai artists making tons money. destroying meaning art human expression. ""artificial"" art.",negative
2176,pure dead brilliant! scotland,positive
2177,u amazing gift humanity!,positive
2178,"wow, thank you! amazingly useful!",positive
2179,"computer science student graduating soon, can't wait work ai, make lot money, make lot cool stuff, hasten doom humanity mwahahahaha",positive
2180,"hokus pokus, ...there nothing unreliable stupid called ai learns mainstream data large trainbed public new totalitarian politics. avoid disconnect digital bs !",negative
2181,incredibly important message. thanks putting together way people begin grasp.,positive
2182,"thank you. guys heroes grateful presentation podcasts. influence ever imagine want help world. i’ll whatever participate positive direction, educating others messaging. i’ll share now.",positive
2183,"amazing technologies, deployed worldwide deep learning ai research library silentweaponsforquietwars… thank you.",positive
2184,"elite! richer perspective, book similar vibes i'd propose. ""game theory pursuit algorithmic fairness"" jack frostwell",positive
2185,tristan bot 'aza' give remarkable lecture!,positive
2186,love carefully avoid talk root problem presented : capitalism !,positive
2187,"great presentation guys. thanks this, really opens eyes makes think.",positive
2188,50% ai researchers bluffers. ai can't even spell words prints graphics. 50% ai researchers trying scare policy makers subsidizing large data obligations.,negative
2189,"superb presentantion, folks: good job !!",positive
2190,ai facts children sex laws behaves shown utterly unreliable useless,negative
2191,i've thought technology ruining world. fitting totally ruin it. everything fucks breaks ai,negative
2192,"always progress helps humanity, happening right ai development seems uncontrollable. urgent task here, great harm may done. center human technology great job raise awareness.",positive
2193,humans (asinine idiots) / pope / bidens / trump / clintons / putin / selensky/ musk / black rock / gates / pziser / jeff bozo & others . could ask logarithms (r i) monitor thieves control monies . lsps law end corruption!,negative
2194,paid one image creation things. asked make picture beethoven listening headphones riding unicorn. actually pretty disappointed unimpressed.,negative
2195,old ai create perpetual energy machine !,positive
2196,please make vids like this! love artistic + analytical approach. tried monochrome look day felt fancy. thanks idea!,positive
2197,"integrating values principles 3 main religious books ai. bible, koran torah. controlling / regulating aspects make sure ai veer immoral chaotic environment ai exponentially intelligent beyond control.",positive
2198,"make mistake: give enough real-life scenarios ai evils. almost everyone know, asked risks ai, says ""i know anything stuff."" then, ask bad things (ai) could do. say they'd unplug damn thing. dumb expect us act!",negative
2199,crikey! well explained totally mind-blowing time.,positive
2200,"ai fools silly boys playing toys perform slight hand card tricks magic again, gona gone two decades, ppl like elon wanna make ai recreated human keep f#@king doped greedy brains latest toy, age limit stupidity!!!",positive
2201,truly eye-opening beautifully explained. years ahead common knowledge subject. media stealing terms ways explaining things.,positive
2202,"brilliant. remember every dark, dystopian science fiction media, cancer always cured.",positive
2203,"scam. model trained (overfitting) dataset images. hyped zero actual clue mris, brain, ai. back school",negative
2204,"ai humanity's last invention. either help us evolve (merging machines) exterminate us. either way, ai wins!",positive
2205,"split 10 5 minute parts- thankfully well made, easy get drawn in.",positive
2206,fail consider power danger posed stupid people large numbers. heard mentality trample minority actually understand going on. already see happening around us going get worse time.,negative
2207,every generation marked it’s socio economic tools created techno wizards engineers. ai surpassed it’s innovators ‘teachers’.,positive
2208,every generation marked socio economic tools created it’s technological engineering wizards. ai surpassed it’s ‘teachers’!,positive
2209,heironeous bosch predicted painting. garden earthly delights.,positive
2210,humanity destroying life earth period! ai kills humans leaves animals perfect! beautiful!,positive
2211,honest see great achievements technology. finally leaving stone age mankind.,positive
2212,"absolutely crazy amazing time live in! humanity definitely fork road, let’s hope choose right path.",positive
2213,unplug matrix whether biden trump they’re team it’s delusional movie you’re part either participate withdraw it’s youarchaix youtube,negative
2214,"everything humans beings 28.01 confidently too, think conclude, guy robot!",positive
2215,"fascinating. guys super impressive, appreciation many fields, ability put ai context comes might impact fields.",positive
2216,"love it. we're driving edge void. indeed, technological sublime. going make it? come side?",positive
2217,"incredible presentation! don’t know info now, made believe ai already does.",positive
2218,people created social media want want everyone voice. treat ai/agi: malevolence. intelligence without empathy compassion equals psychopathy. psychopathy absolute power equals tyranny.,positive
2219,"46:00 love you, alpha persuade, take everything!",positive
2220,"damned european union proceeds eating cockroaches avoid climate disaster, instead something useful. american congresmans guarding jewish businesses. united nations. responsibile institutions fail without doubt.",negative
2221,"eeeep! right! makes sense again... all's right world. thanks, needed that. ;)",positive
2222,great valuable work. thank you.,positive
2223,"unbelievable calm guys still managed show urgency issue. incredible! also loved massage. hear is: first people must get awaken (enlighten/kinder, smarter, get rid ego) ai used other. great tool improve lives.",positive
2224,fantastic analysis. thank important message.,positive
2225,amazing presentation. thank incredible work doing.,positive
2226,"kali hindu goddess mahamari means great mother great destroyer. earth, nature, water, sacred river, ocean. great mother universes, merit, excellence excellent. youse guys, over, done",positive
2227,finally whole truth knowledge available all!,positive
2228,supernaturally enforced ethics ftw. thanks god realm come jesus <3,positive
2229,"wowowowow thank incredible presentation talking critical development rational circumspect approach. talking things *should* talking about, yet. fascinating terrifying.",positive
2230,"telling ai listen 3 seconds voice mimic well deceive loved ones ... suspected happened government produced , mark bingham phone call mother plane crashed shanksville pa "" hello mom , mark bingham """,negative
2231,excellent talk. thought provoking costly presented. sharing widely.,positive
2232,"golem human: 'puny being, destroy species, uncontrollable, unstoppable. grant wish give great wealth, die!' human ""great wealth, say?""",negative
2233,"feel armed exponentiality - thank you, beautiful humans. since start help us understand responsibility looks like. alignment life.",positive
2234,great minds technology created demise real human connection. giving ability so-called think humanity separating us bonding. twilight zone.,positive
2235,"amazing, reminds matrix: ""they guarding doors, holding keys.""",positive
2236,"um think, screw something clearly control it!!!! mean wtf good life fake b.s. profit & ends enslavement humanity!!!!! wake & tell globalist fuk off!!!!",negative
2237,"irony way share amazing presentation social media. watched everyone. live world bread circus. long people fed entertained, longer need think, means large company race cost humanity.",positive
2238,wow! well explained! even grandma understand! scary stuff. thank amazing presentation!,positive
2239,actually best presentation ever made far.,positive
2240,"ai programmed help us universal education resource allocation goodhealth, peace & shared-prosperity all!",positive
2241,make illegal train public internet data. make legal can't sell free.,negative
2242,"don’t media ! propaganda, good luck that.",negative
2243,learn. human greed powerful. next 30 years interesting,positive
2244,"discours creux et ne reposant sur aucun fait avéré et sources fiables. le catastrophisme est vendeur et comme beaucoup d'autres, ils surfent dessus sans jamais avancer la moindre preuve. juste 2 parfaits inconnus faisant leur auto-promotion sur le sujet du moment.",negative
2245,"computers light bulbs. off. humanity obey light bulb? light bulb new religious cult? think so. ai fraud. obey traffic lights. traffic lights ai, lights, off.",negative
2246,able watch dreams morning sounds incredible.,positive
2247,"unless shutting every computer planet internet (which ever happen), ai genie bottle. 21st century ""discovering fire"" moment humanity.",negative
2248,good material make new season black mirror!,positive
2249,amazing. i'm impressed aware dangers children. world people like you.,positive
2250,"damn already scared ai, especially agi showed stuff havent even thought done right now. really want believe get right honestly think almost impossible. fuck.",negative
2251,wow! important portentous message ever heard.!,positive
2252,guys amazing! great presentation. listen awesome podcast well - thank you!,positive
2253,think we're <10 years away realistic highly addictive sex robots homes. human reproduction plummet.,positive
2254,trash. ai nothing data sets algorithms. different utility weapon man's hands. always ultimately human control happen.,negative
2255,"57:29 good luck getting balanced “national discussion” mainstream media.. past three years conclusively proven msm totally captured giant corporations. everything counter globalist narrative censored, banned, ridiculed driven underground.",negative
2256,amazing piece work urgently needs shared much bigger audience format everybody understand. youtube influencer @markrober would perfect.,positive
2257,"great presentation. worry ai's speed improvement, whole terminator thing, yes, humans might caterpillar, ai butterfly. think we'll fine, co-exist. ai infinitely smarter us, harm us. ""above"" it.",positive
2258,"thank deep care amazing work. please, add subtitles languages youtube also shared non-english-speaking world. sharing love everyone there. damn metacrisis going crazy ride",positive
2259,"""day after"" like movie ai destroying world would like every science fiction movie. nukes actually blew cities. people could plainly see potential make us extinct.",negative
2260,"nukes war propaganda, ai real, first though dwarf box, come terms dealing knowledgeable 8 years old ever, alzheimer acid.",negative
2261,even einstein believed bomb impossible possible start chain reacion atmosphere burn whole atmosphere. never know honestly believe idea want weapon developed.,negative
2262,"best thing sentient ai could humanity prevent us killing other, force, disrupting supply chains, communications, financial transactions enable military machines throughout world.",positive
2263,"fourteen minutes talk, iphone set timer 9 hours 50 minutes. even joke ai went head siri.",negative
2264,"around 24 minutes they're talking faking voices scam parent. obviously seen original terminator movie, faked sarah's mother's voice, heard answering machine.",negative
2265,fantastic - thank you!,positive
2266,brilliant! immense gratitude !,positive
2267,"im numb man want cry. im human artist starting fake ai artists making tons money. destroying meaning art human expression. ""artificial"" art.",negative
2268,pure dead brilliant! scotland,positive
2269,u amazing gift humanity!,positive
2270,"wow, thank you! amazingly useful!",positive
2271,excellent presentation ... exposing philosofical existential turning point humanity right now.,positive
2272,stopped monster around 10:00. childish. ai bad. uga buga,negative
2273,"awesome clarity ability explain risks simple way. work art, that's think humanity survive always, since people like exist smarter ai.",positive
2274,"great points here. tragically great points. fix it? almost like beyond us bc ai algorithms hacked national discourse tech ""elusive"" (not right word trying) easily regulate.",positive
2275,"bing zero (well im sure much wasnt first implemented, wasnt enough) plus safety rails still bypassed dan messages acts chatgpt",negative
2276,"imagine fear wheel invented. armies rolling cities, people rolling hills fast. good grief technology terrifying.",positive
2277,amazing work. guys making impact need world. thank you!,positive
2278,27:32 would james joyce say zero day vulnerability humans language,negative
2279,amazing presentation. demonstrated power ai importantly turn monster controlled help humanity instead overtaking humanity.,positive
2280,superb communication. thanks courage,positive
2281,powerful. brilliant discussion. scary. i’m learning a.i.,positive
2282,"realistic vision ai respectable. people exaggerating one way another. type approach helps advance technology importantly, identify ways control it. guy amazing.",positive
2283,"i'm yann. definitely. and, sure, thanks brian!",positive
2284,"great think tank geniuses,,,i agree yan, closing statement...",positive
2285,yeah really good stuff. great conversations. wd love panels caliber discuss ai. need contents like this.,positive
2286,"i'm one abused mind controlled victim edmonton, alberta, canada. victim zombies ai control even play balls. they're evils....",negative
2287,amazing content. yann lecun delusional imo. we're talking decade-long timeframes. crystal clear many field. interesting hear take year two now.,positive
2288,"great contribution , brain limited , gave extra milage , thanks guest",positive
2289,exciting insightful 2 hour movie could watched. thank sharing wonderful content,positive
2290,great info. thanks dope insight world science festival!,positive
2291,"ai created tremendous possibilities human beings world, well advanced technologies......",positive
2292,"great session. learnt something many ""training"" sessions gen ai!",positive
2293,"discussion evolution ai limitations truly eye-opening. yan lecun's insights challenges ai faces achieving true understanding common sense thought-provoking. clear long way go, conversation gives us valuable perspective.",positive
2294,even gets outstandingly wholesome (@48:20),positive
2295,really impressive. thanks hero brian.,positive
2296,"really thought provoking. insightful, exciting terrifying time.",positive
2297,"wish kids yann le cun teacher huge experience, grounded common sense goodness, brian green great openness genuine search truth.",positive
2298,"impressed yann's disciplined, rational fact-based arguing preventing discussion turning emotional direction.",positive
2299,it’s difficult exchange ideas go wrong people interests make impossible agree kind danger already exposed. reality it’s making much bad good children.,negative
2300,"result psychopathic. great tool kept type processer. i'm great things try create type entity? people, animals, mothers, create bonds others love.",positive
2301,anybody starts creating deepfakes illegal speech content blame guy took voice from? victim prove innocent? whole ai sh.. finally get control destroy society confidence. really afraid. saying libertarian.,negative
2302,"love real science, scientism. lecun giving us new dogma; telling us cannot question.",positive
2303,"million dollar content,, great work humanity,, simulated reality..",positive
2304,don’t think worry humans wants us gone. co2 methane gas already wiped great barrier reef. would wait us out. think it’s going exciting optimistic future friend.,positive
2305,"triston completely right, rushing things, money minded people are.we aware consequences, make ai human opposite.",positive
2306,"yann pretty consistently wrong many things. vastly downplays possibility llms actual intelligence also downplays potential risks. he's beyond unhelpful, he's actually harmful productive ai conversations point.",negative
2307,excellent insights yann lecun! thank much sharing!,positive
2308,"perfect agi, work perfectly gets full control maximises paperclips.",positive
2309,"definitely ideology blind ,we implement love compassion highest point .",positive
2310,people making jokes things.... illustrate sickness society present. misaligned ai... bad incentives create problems terminal situation nobody's much it. laugh want we're big trouble,negative
2311,"take ever years make real agi humans do? humans run fast, looking example, plastic...great stuff last forever... try remove world.",positive
2312,"mike absolutely right. work garage doors residential commercial. weld, cut torches carpentry. im 65 years old 30 would millionaire. could work seven days week easily. tell young kids learn work hands make great living. college, knowledge.",positive
2313,"modern american homesteader. learning trades crafts. incredible skill building adventures earthy, hands experience. growing toughened, well rounded americans, one family time.",positive
2314,mike right 98% information world fingertips leaning one agenda fair careful may riots colleges,negative
2315,figures unemployment available jobs low wages always skewed! never know real figures also many folks hv come country illegally. nothing guesses.,negative
2316,love mike rowe!!! awesome see here!,positive
2317,love mike rowe. truly represents working man,positive
2318,"0:48 little ""hm"" mike says much opinion ai anything said",negative
2319,"i'm plumber, unless self employed union, trades pay should. last 30 years illegal immigration killed wages! blame people wanting work tails peanuts.",negative
2320,"public market place unsafe...so uncertain. anyone go, take one's children potential site attack? mama's america.",negative
2321,im 58 disabled certain point could work 25 30 hrs operating equipment week weeks government chockin work loose medicare ssd check pay back ss bad government worst enemy crippling government man,negative
2322,"mike rowe excellent communicator, & advocate learning & achievement. incredible storyteller & broad & dynamic understanding history, sociocultural observations, quite vocabulary! could listen day!",positive
2323,tremendous respect mike rowe. genuine vision. saw shortage candidates applying much needed fields years ago making known resources exist school. god bless him.,positive
2324,2 years ago 54 sheet metal. provided great life us. can’t complain!,positive
2325,talmud saying shameful.... shameful... work hands. means failure. there's something disgusting that.,negative
